boundary,source_artifact_count,source_read_calls,source_read_bytes,host_load_nanoseconds,decoder_prepare_nanoseconds,cold_latency_nanoseconds,warm_latency_nanoseconds_median,warm_milliseconds_per_token,bounded_layer_tokens_per_second,cold_weight_h2d_bytes,warm_weight_h2d_bytes,resident_weight_bytes,dsa_topk_parity,expert_set_parity,route_order_parity,expected_relative_error,decode_tok_s,quality_status
official_layer_10,282,67,1635416576,13562852242,3868464681,1116432256,475927299,237.9636495,4.202322691,1283457024,0,1632239616,true,true,false,0.00420168088749,,bounded-bf16-numerical-parity
